ref_id,source_name,category,source_type,pillar,maturity_level,asset_class,requirement,evidence_quote,evidence_location,source_url,confidence,extraction_model,extraction_date,status,deprecated_at,deprecated_reason
Saudi-NCA-ECC2-2024,Saudi Arabia National Cybersecurity Authority — Essential Cybersecurity Controls ECC-2:2024,Compliance Frameworks,Regulation,governance,2,all,"Establish a cybersecurity governance framework including strategy, management, policies, and defined roles and responsibilities.",The Essential Cybersecurity Controls consist of... 4 Cybersecurity Main Domains... 1. Cybersecurity Governance... 1-1 Cybersecurity Strategy... 1-2 Cybersecurity Management... 1-3 Cybersecurity Policies and Procedures... 1-4 Cybersecurity Roles and Responsibilities,"Page 11, Subdomains Figure 2",https://nca.gov.sa/,high,mlx-community/Qwen3.6-27B-8bit,2026-08-18,active,,
Saudi-NCA-ECC2-2024,Saudi Arabia National Cybersecurity Authority — Essential Cybersecurity Controls ECC-2:2024,Compliance Frameworks,Regulation,governance,2,all,Define and document cybersecurity policies and procedures to guide the implementation of security controls.,1-3 Cybersecurity Policies and Procedures,"Page 11, Subdomains Figure 2",https://nca.gov.sa/,high,mlx-community/Qwen3.6-27B-8bit,2026-08-18,active,,
Saudi-NCA-ECC2-2024,Saudi Arabia National Cybersecurity Authority — Essential Cybersecurity Controls ECC-2:2024,Compliance Frameworks,Regulation,governance,2,all,Assign specific cybersecurity roles and responsibilities within the entity to ensure accountability.,1-4 Cybersecurity Roles and Responsibilities,"Page 11, Subdomains Figure 2",https://nca.gov.sa/,high,mlx-community/Qwen3.6-27B-8bit,2026-08-18,active,,
Saudi-NCA-ECC2-2024,Saudi Arabia National Cybersecurity Authority — Essential Cybersecurity Controls ECC-2:2024,Compliance Frameworks,Regulation,governance,2,all,Implement a cybersecurity risk management process to identify and mitigate threats to information assets.,1-5 Cybersecurity Risk Management,"Page 11, Subdomains Figure 2",https://nca.gov.sa/,high,mlx-community/Qwen3.6-27B-8bit,2026-08-18,active,,
Saudi-NCA-ECC2-2024,Saudi Arabia National Cybersecurity Authority — Essential Cybersecurity Controls ECC-2:2024,Compliance Frameworks,Regulation,assurance,2,all,Conduct periodic cybersecurity reviews and audits to verify compliance with the Essential Cybersecurity Controls.,1-8 Periodical Cybersecurity Review and Audit,"Page 11, Subdomains Figure 2",https://nca.gov.sa/,high,mlx-community/Qwen3.6-27B-8bit,2026-08-18,active,,
Saudi-NCA-ECC2-2024,Saudi Arabia National Cybersecurity Authority — Essential Cybersecurity Controls ECC-2:2024,Compliance Frameworks,Regulation,assurance,2,all,"Ensure compliance with cybersecurity standards, laws, and regulations through continuous monitoring and assessment.","1-7 Compliance with Cybersecurity Standards, Laws and Regulations","Page 11, Subdomains Figure 2",https://nca.gov.sa/,high,mlx-community/Qwen3.6-27B-8bit,2026-08-18,active,,
Saudi-NCA-ECC2-2024,Saudi Arabia National Cybersecurity Authority — Essential Cybersecurity Controls ECC-2:2024,Compliance Frameworks,Regulation,assurance,2,all,Utilize the NCA Assessment and Compliance Tool to measure and report on compliance with ECC controls.,The NCA will issue a tool (ECC-2:2024 Assessment and Compliance Tool) to organize the process of assessment and measurement of compliance by entities in applying the ECC.,"Page 9, Assessment and Compliance Tool",https://nca.gov.sa/,high,mlx-community/Qwen3.6-27B-8bit,2026-08-18,active,,
Saudi-NCA-ECC2-2024,Saudi Arabia National Cybersecurity Authority — Essential Cybersecurity Controls ECC-2:2024,Compliance Frameworks,Regulation,governance,2,all,Integrate cybersecurity considerations into information and technology project management processes.,1-6 Cybersecurity in Information and Technology Project Management,"Page 11, Subdomains Figure 2",https://nca.gov.sa/,high,mlx-community/Qwen3.6-27B-8bit,2026-08-18,active,,
EO-14306,Executive Order 14306 — Sustaining Select Cybersecurity Efforts (PQC Provisions),Compliance Frameworks,Government & Policy,lifecycle,3,software,"Support TLS 1.3 or successor versions by January 2, 2030, to prepare for post-quantum cryptography transition.","shall each issue requirements for agencies to support, as soon as practicable, but not later than January 2, 2030, Transport Layer Security protocol version 1.3 or a successor version.",Section 2(f)(ii),https://www.whitehouse.gov/presidential-actions/2025/06/sustaining-select-efforts-to-strengthen-the-nations-cybersecurity-and-amending-executive-order-13694-and-executive-order-14144/,high,mlx-community/Qwen3.6-27B-8bit,2026-08-18,active,,
EO-14306,Executive Order 14306 — Sustaining Select Cybersecurity Efforts (PQC Provisions),Compliance Frameworks,Government & Policy,inventory,2,software,Monitor CISA-released list of product categories where post-quantum cryptography products are widely available.,shall release and thereafter regularly update a list of product categories in which products that support post-quantum cryptography (PQC) are widely available.,Section 2(f)(i),https://www.whitehouse.gov/presidential-actions/2025/06/sustaining-select-efforts-to-strengthen-the-nations-cybersecurity-and-amending-executive-order-13694-and-executive-order-14144/,high,mlx-community/Qwen3.6-27B-8bit,2026-08-18,active,,
