ref_id,source_name,category,source_type,pillar,maturity_level,asset_class,requirement,evidence_quote,evidence_location,source_url,confidence,extraction_model,extraction_date,status,deprecated_at,deprecated_reason
FIPS-140-3-STANDARD,FIPS 140-3 — Security Requirements for Cryptographic Modules,Certification Schemes,Standard,assurance,3,all,Procure only cryptographic modules validated against FIPS 140-3 by CMVP; exclude modules on the Historical list from procurement decisions.,"Agencies should develop plans for the acquisition of products that are compliant with FIPS 140-3; however, agencies may purchase any of the products on the CMVP validated modules list. (Note: the CMVP Historical list should not be used for procurement decisions.)","Section 12, Implementation Schedule",https://nvlpubs.nist.gov/nistpubs/FIPS/NIST.FIPS.140-3.pdf,high,mlx-community/Qwen3.6-27B-8bit,2026-09-09,active,,
FIPS-140-3-STANDARD,FIPS 140-3 — Security Requirements for Cryptographic Modules,Certification Schemes,Standard,assurance,3,all,"Ensure cryptographic modules employ only Approved security functions as specified in FIPS, NIST SP 800-140C, or NIST SP 800-140D.","Cryptographic modules that conform to this standard shall employ Approved security functions such as cryptographic algorithms, cryptographic key management techniques, and authentication techniques that have been approved for protecting Federal government sensitive information.","Section 10, Approved Security Functions",https://nvlpubs.nist.gov/nistpubs/FIPS/NIST.FIPS.140-3.pdf,high,mlx-community/Qwen3.6-27B-8bit,2026-09-09,active,,
FIPS-140-3-STANDARD,FIPS 140-3 — Security Requirements for Cryptographic Modules,Certification Schemes,Standard,governance,2,all,Assign a responsible authority within the agency to ensure the security of the system is sufficient and acceptable to the information owner.,The responsible authority in each agency shall ensure that the security of the system is sufficient and acceptable.,"Section 13, Qualifications",https://nvlpubs.nist.gov/nistpubs/FIPS/NIST.FIPS.140-3.pdf,high,mlx-community/Qwen3.6-27B-8bit,2026-09-09,active,,
FIPS-140-3-STANDARD,FIPS 140-3 — Security Requirements for Cryptographic Modules,Certification Schemes,Standard,governance,2,all,Ensure the operator acknowledges and accepts any residual risk associated with the cryptographic module's security provision.,The operator of a cryptographic module is responsible for ensuring that the security provided by a module is sufficient and acceptable to the owner of the information that is being protected and that any residual risk is acknowledged and accepted.,"Section 13, Qualifications",https://nvlpubs.nist.gov/nistpubs/FIPS/NIST.FIPS.140-3.pdf,high,mlx-community/Qwen3.6-27B-8bit,2026-09-09,active,,
FIPS-140-3-STANDARD,FIPS 140-3 — Security Requirements for Cryptographic Modules,Certification Schemes,Standard,lifecycle,2,all,Select the security level for validation based on the specific application environment and security services required.,The security level to which a cryptographic module is validated must be chosen to provide a level of security appropriate for the security requirements of the application and environment in which the module will be utilized and the security services that the module will provide.,"Section 7, Applications",https://nvlpubs.nist.gov/nistpubs/FIPS/NIST.FIPS.140-3.pdf,high,mlx-community/Qwen3.6-27B-8bit,2026-09-09,active,,
CMVP-MGMT-MANUAL,CMVP Management Manual,Certification Schemes,Compliance Framework,governance,2,all,"Define and document roles and responsibilities for vendors, CST laboratories, validation authorities, and users within the cryptographic module validation program.",2.5 Roles and Responsibilities of Program Participants ... 2.5.1 Vendor ... 2.5.2 CST Laboratory ... 2.5.3 CMVP Validation Authorities ... 2.5.4 User,Section 2.5,https://csrc.nist.gov/CSRC/media/Projects/cryptographic-module-validation-program/documents/CMVPMM.pdf,high,mlx-community/Qwen3.6-27B-8bit,2026-09-09,active,,
CMVP-MGMT-MANUAL,CMVP Management Manual,Certification Schemes,Compliance Framework,governance,2,all,Establish formal agreements between validation authority organizations to manage the Cryptographic Module Validation Program.,2.8 Agreements between Validation Authority Organizations,Section 2.8,https://csrc.nist.gov/CSRC/media/Projects/cryptographic-module-validation-program/documents/CMVPMM.pdf,high,mlx-community/Qwen3.6-27B-8bit,2026-09-09,active,,
CMVP-MGMT-MANUAL,CMVP Management Manual,Certification Schemes,Compliance Framework,governance,2,all,"Maintain programmatic directives, policies, and internal guidance documentation to govern the CMVP operations.","2.9 Programmatic Directives and Policies, and Internal Guidance and Documentation",Section 2.9,https://csrc.nist.gov/CSRC/media/Projects/cryptographic-module-validation-program/documents/CMVPMM.pdf,high,mlx-community/Qwen3.6-27B-8bit,2026-09-09,active,,
CMVP-MGMT-MANUAL,CMVP Management Manual,Certification Schemes,Compliance Framework,assurance,3,all,Submit cryptographic modules for formal validation by accredited CST laboratories to obtain a validation certificate.,4.1.2 Vendor and Laboratory Procedures for Testing of the Cryptographic Module ... 4.1.2.2 Validation Certificate,Section 4.1.2,https://csrc.nist.gov/CSRC/media/Projects/cryptographic-module-validation-program/documents/CMVPMM.pdf,high,mlx-community/Qwen3.6-27B-8bit,2026-09-09,active,,
CMVP-MGMT-MANUAL,CMVP Management Manual,Certification Schemes,Compliance Framework,assurance,3,all,Undergo re-validation for non-security relevant changes to maintain the validity of the cryptographic module certification.,4.4.2 Non-security Relevant Re-validation,Section 4.4.2,https://csrc.nist.gov/CSRC/media/Projects/cryptographic-module-validation-program/documents/CMVPMM.pdf,high,mlx-community/Qwen3.6-27B-8bit,2026-09-09,active,,
