ref_id,source_name,category,source_type,pillar,maturity_level,asset_class,requirement,evidence_quote,evidence_location,source_url,confidence,extraction_model,extraction_date,status,deprecated_at,deprecated_reason
NIST-SP-800-140E,NIST SP 800-140E — CMVP Approved Authentication Mechanisms,Certification Schemes,Standard,governance,2,all,"Define roles for vendors, testing labs, and CMVP to address authentication issues in cryptographic module design, manufacture, and testing.","This document is focused toward the vendors, testing labs, and CMVP for the purpose of addressing authentication issues in cryptographic module design, manufacture, and testing.",Audience,https://nvlpubs.nist.gov/nistpubs/SpecialPublications/NIST.SP.800-140E.pdf,high,mlx-community/Qwen3.8-27B-8bit,2026-09-11,active,,
NIST-SP-800-140E,NIST SP 800-140E — CMVP Approved Authentication Mechanisms,Certification Schemes,Standard,assurance,3,all,Ensure operator authentication acceptance is performed by the module or Operating Environment for all FIPS 140-3 levels above Level 1.,"Except at level 1, operator authentication acceptance is required to be performed by the module or by the Operating Environment as defined in ISO/IEC 19790.",6.2 Approved authentication mechanisms,https://nvlpubs.nist.gov/nistpubs/SpecialPublications/NIST.SP.800-140E.pdf,high,mlx-community/Qwen3.8-27B-8bit,2026-09-11,active,,
NIST-SP-800-140E,NIST SP 800-140E — CMVP Approved Authentication Mechanisms,Certification Schemes,Standard,assurance,3,all,Use SP 800-63B as the framework for authentication requirements and provide justification whenever SP 800-63B requirements cannot be met.,Vendors should use SP 800-63B as a framework for authentication requirements and should provide justification whenever SP 800-63B requirements cannot be met.,6.2 Approved authentication mechanisms,https://nvlpubs.nist.gov/nistpubs/SpecialPublications/NIST.SP.800-140E.pdf,high,mlx-community/Qwen3.8-27B-8bit,2026-09-11,active,,
NIST-SP-800-140E,NIST SP 800-140E — CMVP Approved Authentication Mechanisms,Certification Schemes,Standard,assurance,3,all,Require testers to review and affirm vendor documentation regarding authentication mechanisms and SP 800-63B compliance.,Testers should review and affirm the vendor documentation.,6.2 Approved authentication mechanisms,https://nvlpubs.nist.gov/nistpubs/SpecialPublications/NIST.SP.800-140E.pdf,high,mlx-community/Qwen3.8-27B-8bit,2026-09-11,active,,
NIST-SP-800-140E,NIST SP 800-140E — CMVP Approved Authentication Mechanisms,Certification Schemes,Standard,assurance,3,all,"Assess normative SP 800-63B sections 5, 6, and 7, and informative sections 8 and 10 for each authenticator used in the module.","Normative SP 800-63B sections include ● Section 5, Detailed requirements specific to each type of authenticator; ● Section 6, Lifecycle management; ● Section 7, Session Management; Informative information to be assessed for each authenticator includes: ● Section 8, Threats and Security Considerations; and ● Section 10, Usability Considerations.",6.2 Approved authentication mechanisms,https://nvlpubs.nist.gov/nistpubs/SpecialPublications/NIST.SP.800-140E.pdf,high,mlx-community/Qwen3.8-27B-8bit,2026-09-11,active,,
NIST-SP-800-140E,NIST SP 800-140E — CMVP Approved Authentication Mechanisms,Certification Schemes,Standard,lifecycle,2,all,Apply SP 800-63B Section 6 lifecycle management requirements to the authentication mechanisms employed by the cryptographic module.,"Normative SP 800-63B sections include ... ● Section 6, Lifecycle management;",6.2 Approved authentication mechanisms,https://nvlpubs.nist.gov/nistpubs/SpecialPublications/NIST.SP.800-140E.pdf,medium,mlx-community/Qwen3.8-27B-8bit,2026-09-11,active,,
NIST-SP-800-140F,NIST SP 800-140F — CMVP Approved Non-Invasive Attack Mitigation Test Methods,Certification Schemes,Standard,assurance,3,all,"Utilize CMVP-approved non-invasive attack mitigation test metrics to demonstrate cryptographic module conformance, superseding ISO/IEC 19790 Annex F and ISO/IEC 24759 paragraph 6.18.",This document specifies the Cryptographic Module Validation Program (CMVP) modifications of the methods to be used by a Cryptographic and Security Testing Laboratory (CSTL) to demonstrate conformance. This document also specifies the modification of methods for evidence that a vendor or testing laboratory provides to demonstrate conformity.,Section 1 Scope,https://nvlpubs.nist.gov/nistpubs/SpecialPublications/NIST.SP.800-140F.pdf,high,mlx-community/Qwen3.8-27B-8bit,2026-09-11,active,,
NIST-SP-800-140F,NIST SP 800-140F — CMVP Approved Non-Invasive Attack Mitigation Test Methods,Certification Schemes,Standard,assurance,3,all,Provide vendor evidence and testing laboratory evidence to demonstrate conformity with the specified non-invasive attack mitigation test metrics.,This document also specifies the modification of methods for evidence that a vendor or testing laboratory provides to demonstrate conformity.,Section 1 Scope,https://nvlpubs.nist.gov/nistpubs/SpecialPublications/NIST.SP.800-140F.pdf,high,mlx-community/Qwen3.8-27B-8bit,2026-09-11,active,,
NIST-SP-800-140F,NIST SP 800-140F — CMVP Approved Non-Invasive Attack Mitigation Test Methods,Certification Schemes,Standard,governance,2,all,Adhere to the specific normative references ISO/IEC 19790:2012 (including 2015 corrections) and ISO/IEC 24759:2017 for validation testing procedures.,This section identifies the normative references cited as ISO/IEC 19790 and ISO/IEC 24759. The specific editions to be used are ISO/IEC 19790:2012 and ISO/IEC 24759:2017. Please note that the version 19790:2012 referenced here includes the corrections made in 2015.,Section 2 Normative references,https://nvlpubs.nist.gov/nistpubs/SpecialPublications/NIST.SP.800-140F.pdf,high,mlx-community/Qwen3.8-27B-8bit,2026-09-11,active,,
NIST-ACVP,NIST Automated Cryptographic Validation Protocol (ACVP),Certification Schemes,Compliance Framework,governance,2,all,"Define and agree upon an authentication scheme between the client and server owning entities, including validation authorities, to secure ACVP communication.","Definition of an authentication scheme will not be discussed here, but should be agreed upon between the client and server owning entities including the servers owned by the validation authorities.",Section 7.1. Authentication,https://pages.nist.gov/ACVP/draft-fussell-acvp-spec.html,high,mlx-community/Qwen3.8-27B-8bit,2026-09-11,active,,
