ref_id,source_name,category,source_type,pillar,maturity_level,asset_class,requirement,evidence_quote,evidence_location,source_url,confidence,extraction_model,extraction_date,status,deprecated_at,deprecated_reason
BSI TR-02102-1,Cryptographic Mechanisms: Recommendations and Key Lengths,Certification Schemes,Compliance Framework,lifecycle,2,keys,Discontinue sole use of classical asymmetric mechanisms and implement hybridization with quantum-safe mechanisms as per BSI recommendations.,discontinuation of the sole use of classic asymmetric mechanisms. ... Recommendation of FrodoKEM and Classic McEliece ... for PQC applications in conjunction with a previously recommended asymmetric mechanism.,Changes; Section 2.1,https://www.bsi.bund.de/SharedDocs/Downloads/EN/BSI/Publications/TechGuidelines/TG02102/BSI-TR-02102-1.pdf,high,mlx-community/Qwen3.6-27B-8bit,2026-08-15,active,,
BSI TR-02102-1,Cryptographic Mechanisms: Recommendations and Key Lengths,Certification Schemes,Compliance Framework,lifecycle,2,keys,Plan for the discontinuation of DSA recommendations effective from 2029 and migrate to recommended alternatives.,discontinuation of DSA recommendation from 2029,Changes,https://www.bsi.bund.de/SharedDocs/Downloads/EN/BSI/Publications/TechGuidelines/TG02102/BSI-TR-02102-1.pdf,high,mlx-community/Qwen3.6-27B-8bit,2026-08-15,active,,
BSI TR-02102-1,Cryptographic Mechanisms: Recommendations and Key Lengths,Certification Schemes,Compliance Framework,assurance,2,libraries,"Ensure random number generators comply with updated AIS 20/31 standards, specifically regarding DRG.3 and NTG.1 usage.","Revision of the chapter on random generators, especially with regard to the use of DRG.3 and NTG.1 random generators. ... update of random number generation after AIS 20/31 update.",Changes; Section 8,https://www.bsi.bund.de/SharedDocs/Downloads/EN/BSI/Publications/TechGuidelines/TG02102/BSI-TR-02102-1.pdf,high,mlx-community/Qwen3.6-27B-8bit,2026-08-15,active,,
BSI TR-02102-1,Cryptographic Mechanisms: Recommendations and Key Lengths,Certification Schemes,Compliance Framework,assurance,2,libraries,Remove PTG.2 random generators from general use as they are no longer recommended.,PTG.2 random generators are no longer recommended for general use.,Changes,https://www.bsi.bund.de/SharedDocs/Downloads/EN/BSI/Publications/TechGuidelines/TG02102/BSI-TR-02102-1.pdf,high,mlx-community/Qwen3.6-27B-8bit,2026-08-15,active,,
BSI TR-02102-1,Cryptographic Mechanisms: Recommendations and Key Lengths,Certification Schemes,Compliance Framework,inventory,2,keys,Maintain cryptographic mechanisms with key lengths providing at least 120 bits of security level.,"Increase of the security level to 120 bits, updates in the area of PQC.",Changes; Table 1.1,https://www.bsi.bund.de/SharedDocs/Downloads/EN/BSI/Publications/TechGuidelines/TG02102/BSI-TR-02102-1.pdf,high,mlx-community/Qwen3.6-27B-8bit,2026-08-15,active,,
BSI TR-02102-2,Cryptographic Mechanisms: Recommendations for TLS,Certification Schemes,Compliance Framework,lifecycle,3,software,Enforce retirement of TLS 1.2 by end of 2031 and TLS 1.0/1.1 immediately; mandate TLS 1.3 preference.,TLS 1.2 is only recommended until the end of 2031... TLS 1.0 and TLS 1.1 are not recommended... TLS 1.3 should be used in preference.,Section 3.2,https://www.bsi.bund.de/SharedDocs/Downloads/EN/BSI/Publications/TechGuidelines/TG02102/BSI-TR-02102-2.pdf,high,mlx-community/Qwen3.6-27B-8bit,2026-08-15,active,,
BSI TR-02102-2,Cryptographic Mechanisms: Recommendations for TLS,Certification Schemes,Compliance Framework,lifecycle,3,software,Retire DSA and DHE cipher suites by end of 2029; retire RSA PKCS#1 v1.5 signatures immediately.,discontinuation of DSA and of DHE cipher suite recommendations from the end of 2029... discontinuation of RSA signatures with PKCS #1 v1.5 padding,Document history / Section 3.3,https://www.bsi.bund.de/SharedDocs/Downloads/EN/BSI/Publications/TechGuidelines/TG02102/BSI-TR-02102-2.pdf,high,mlx-community/Qwen3.6-27B-8bit,2026-08-15,active,,
BSI TR-02102-2,Cryptographic Mechanisms: Recommendations for TLS,Certification Schemes,Compliance Framework,lifecycle,3,software,Plan migration to quantum-safe key agreement mechanisms; sole classical key agreement ends 2031.,The sole use of classic key agreement mechanisms is only recommended until the end of 2031... migration periods to quantum-safe key agreement mechanisms,Section 3.1.3,https://www.bsi.bund.de/SharedDocs/Downloads/EN/BSI/Publications/TechGuidelines/TG02102/BSI-TR-02102-2.pdf,high,mlx-community/Qwen3.6-27B-8bit,2026-08-15,active,,
BSI TR-02102-2,Cryptographic Mechanisms: Recommendations for TLS,Certification Schemes,Compliance Framework,assurance,2,software,Validate that all TLS mechanisms meet the 120-bit security level defined in TR-02102-1.,The security level for all cryptographic mechanisms in this Technical Guideline... is 120 bits.,Section 3.1.2,https://www.bsi.bund.de/SharedDocs/Downloads/EN/BSI/Publications/TechGuidelines/TG02102/BSI-TR-02102-2.pdf,high,mlx-community/Qwen3.6-27B-8bit,2026-08-15,active,,
BSI TR-02102-2,Cryptographic Mechanisms: Recommendations for TLS,Certification Schemes,Compliance Framework,observability,2,software,"Monitor for side-channel vulnerabilities (timing, power) and implement countermeasures as identified by experts.",data can leak... by exploiting side channels... developer... should identify possible side channels by involving experts... and implement appropriate countermeasures.,Section 1,https://www.bsi.bund.de/SharedDocs/Downloads/EN/BSI/Publications/TechGuidelines/TG02102/BSI-TR-02102-2.pdf,medium,mlx-community/Qwen3.6-27B-8bit,2026-08-15,active,,
