ref_id,source_name,category,source_type,pillar,maturity_level,asset_class,requirement,evidence_quote,evidence_location,source_url,confidence,extraction_model,extraction_date,status,deprecated_at,deprecated_reason
FIPS-140-3-STANDARD,FIPS 140-3 — Security Requirements for Cryptographic Modules,Certification Schemes,Standard,assurance,3,all,Procure only cryptographic modules validated against FIPS 140-3 by CMVP; exclude modules on the Historical list from procurement decisions.,"Agencies should develop plans for the acquisition of products that are compliant with FIPS 140-3; however, agencies may purchase any of the products on the CMVP validated modules list. (Note: the CMVP Historical list should not be used for procurement decisions.)","Section 12, Implementation Schedule",https://nvlpubs.nist.gov/nistpubs/FIPS/NIST.FIPS.140-3.pdf,high,mlx-community/Qwen3.6-27B-8bit,2026-08-31,active,,
FIPS-140-3-STANDARD,FIPS 140-3 — Security Requirements for Cryptographic Modules,Certification Schemes,Standard,assurance,3,all,"Ensure cryptographic modules employ only Approved security functions as specified in FIPS, NIST SP 800-140C, or NIST SP 800-140D.","Cryptographic modules that conform to this standard shall employ Approved security functions such as cryptographic algorithms, cryptographic key management techniques, and authentication techniques that have been approved for protecting Federal government sensitive information.","Section 10, Approved Security Functions",https://nvlpubs.nist.gov/nistpubs/FIPS/NIST.FIPS.140-3.pdf,high,mlx-community/Qwen3.6-27B-8bit,2026-08-31,active,,
FIPS-140-3-STANDARD,FIPS 140-3 — Security Requirements for Cryptographic Modules,Certification Schemes,Standard,governance,2,all,Assign a responsible authority within the agency to ensure the security of the system is sufficient and acceptable to the information owner.,The responsible authority in each agency shall ensure that the security of the system is sufficient and acceptable.,"Section 13, Qualifications",https://nvlpubs.nist.gov/nistpubs/FIPS/NIST.FIPS.140-3.pdf,high,mlx-community/Qwen3.6-27B-8bit,2026-08-31,active,,
FIPS-140-3-STANDARD,FIPS 140-3 — Security Requirements for Cryptographic Modules,Certification Schemes,Standard,governance,2,all,Ensure the operator acknowledges and accepts any residual risk associated with the cryptographic module's security provision.,The operator of a cryptographic module is responsible for ensuring that the security provided by a module is sufficient and acceptable to the owner of the information that is being protected and that any residual risk is acknowledged and accepted.,"Section 13, Qualifications",https://nvlpubs.nist.gov/nistpubs/FIPS/NIST.FIPS.140-3.pdf,high,mlx-community/Qwen3.6-27B-8bit,2026-08-31,active,,
FIPS-140-3-STANDARD,FIPS 140-3 — Security Requirements for Cryptographic Modules,Certification Schemes,Standard,lifecycle,2,all,Select the security level for validation based on the specific application environment and security services required.,The security level to which a cryptographic module is validated must be chosen to provide a level of security appropriate for the security requirements of the application and environment in which the module will be utilized and the security services that the module will provide.,"Section 7, Applications",https://nvlpubs.nist.gov/nistpubs/FIPS/NIST.FIPS.140-3.pdf,high,mlx-community/Qwen3.6-27B-8bit,2026-08-31,active,,
CMVP-MGMT-MANUAL,CMVP Management Manual,Certification Schemes,Compliance Framework,governance,2,all,"Define and document roles and responsibilities for vendors, CST laboratories, validation authorities, and users within the cryptographic module validation program.",2.5 Roles and Responsibilities of Program Participants ... 2.5.1 Vendor ... 2.5.2 CST Laboratory ... 2.5.3 CMVP Validation Authorities ... 2.5.4 User,Section 2.5,https://csrc.nist.gov/CSRC/media/Projects/cryptographic-module-validation-program/documents/CMVPMM.pdf,high,mlx-community/Qwen3.6-27B-8bit,2026-08-31,active,,
CMVP-MGMT-MANUAL,CMVP Management Manual,Certification Schemes,Compliance Framework,governance,2,all,Establish formal agreements between validation authority organizations to manage the Cryptographic Module Validation Program.,2.8 Agreements between Validation Authority Organizations,Section 2.8,https://csrc.nist.gov/CSRC/media/Projects/cryptographic-module-validation-program/documents/CMVPMM.pdf,high,mlx-community/Qwen3.6-27B-8bit,2026-08-31,active,,
CMVP-MGMT-MANUAL,CMVP Management Manual,Certification Schemes,Compliance Framework,governance,2,all,"Maintain programmatic directives, policies, and internal guidance documentation to govern the CMVP operations.","2.9 Programmatic Directives and Policies, and Internal Guidance and Documentation",Section 2.9,https://csrc.nist.gov/CSRC/media/Projects/cryptographic-module-validation-program/documents/CMVPMM.pdf,high,mlx-community/Qwen3.6-27B-8bit,2026-08-31,active,,
CMVP-MGMT-MANUAL,CMVP Management Manual,Certification Schemes,Compliance Framework,assurance,3,all,Submit cryptographic modules for formal validation by accredited CST laboratories to obtain a validation certificate.,4.1.2 Vendor and Laboratory Procedures for Testing of the Cryptographic Module ... 4.1.2.2 Validation Certificate,Section 4.1.2,https://csrc.nist.gov/CSRC/media/Projects/cryptographic-module-validation-program/documents/CMVPMM.pdf,high,mlx-community/Qwen3.6-27B-8bit,2026-08-31,active,,
CMVP-MGMT-MANUAL,CMVP Management Manual,Certification Schemes,Compliance Framework,assurance,3,all,Undergo re-validation for non-security relevant changes to maintain the validity of the cryptographic module certification.,4.4.2 Non-security Relevant Re-validation,Section 4.4.2,https://csrc.nist.gov/CSRC/media/Projects/cryptographic-module-validation-program/documents/CMVPMM.pdf,high,mlx-community/Qwen3.6-27B-8bit,2026-08-31,active,,
CMVP-MGMT-MANUAL,CMVP Management Manual,Certification Schemes,Compliance Framework,assurance,3,all,Adhere to the flaw discovery handling process to address security vulnerabilities in validated cryptographic modules.,4.8 Flaw Discovery Handling Process,Section 4.8,https://csrc.nist.gov/CSRC/media/Projects/cryptographic-module-validation-program/documents/CMVPMM.pdf,high,mlx-community/Qwen3.6-27B-8bit,2026-08-31,active,,
CMVP-MGMT-MANUAL,CMVP Management Manual,Certification Schemes,Compliance Framework,assurance,3,all,Accept validation revocation if the cryptographic module no longer meets the requirements or if flaws are not addressed.,4.9 Validation Revocation,Section 4.9,https://csrc.nist.gov/CSRC/media/Projects/cryptographic-module-validation-program/documents/CMVPMM.pdf,high,mlx-community/Qwen3.6-27B-8bit,2026-08-31,active,,
CMVP-MGMT-MANUAL,CMVP Management Manual,Certification Schemes,Compliance Framework,observability,3,all,Monitor the official CMVP website for updates to the cryptographic module validation lists and certificate status.,4.10 CMVP Webpage Update ... 4.10.1 Official CMVP Website ... 4.10.2 FIPS 140-2 Cryptographic Module Validation Lists,Section 4.10,https://csrc.nist.gov/CSRC/media/Projects/cryptographic-module-validation-program/documents/CMVPMM.pdf,high,mlx-community/Qwen3.6-27B-8bit,2026-08-31,active,,
CMVP-MGMT-MANUAL,CMVP Management Manual,Certification Schemes,Compliance Framework,lifecycle,2,all,Manage the validation submission queue and adhere to validation deadlines for initial and re-validation processes.,4.4 Validation Submission Queue Processing ... 4.4.4 Validation Deadline,Section 4.4,https://csrc.nist.gov/CSRC/media/Projects/cryptographic-module-validation-program/documents/CMVPMM.pdf,high,mlx-community/Qwen3.6-27B-8bit,2026-08-31,active,,
CMVP-MGMT-MANUAL,CMVP Management Manual,Certification Schemes,Compliance Framework,lifecycle,2,all,Request transition period extensions when necessary to manage the lifecycle of cryptographic modules during standard updates.,4.7 Request for Transition Period Extension,Section 4.7,https://csrc.nist.gov/CSRC/media/Projects/cryptographic-module-validation-program/documents/CMVPMM.pdf,high,mlx-community/Qwen3.6-27B-8bit,2026-08-31,active,,
NIST-SP-800-140A,NIST SP 800-140A — CMVP Documentation Requirements,Certification Schemes,Standard,assurance,3,all,Provide vendor documentation fulfilling minimum requirements specified by the validation authority and management documentation for cryptographic modules undergoing independent verification.,The vendor shall provide documentation for a cryptographic module that fulfils but is not limited to the minimum documentation requirements as specified in the validation authority requirement and management documentation.,"Section 6.1, VEA.01.02",https://nvlpubs.nist.gov/nistpubs/SpecialPublications/NIST.SP.800-140A.pdf,high,mlx-community/Qwen3.6-27B-8bit,2026-08-31,active,,
NIST-SP-800-140A,NIST SP 800-140A — CMVP Documentation Requirements,Certification Schemes,Standard,assurance,3,all,Verify that vendors provide documentation fulfilling minimum requirements specified by the validation authority and management documentation during independent testing.,The tester shall verify that the vendor provides documentation for a cryptographic module that fulfils but is not limited to the minimum documentation requirements as specified in the validation authority requirement and management documentation.,"Section 6.1, TEA.01.02",https://nvlpubs.nist.gov/nistpubs/SpecialPublications/NIST.SP.800-140A.pdf,high,mlx-community/Qwen3.6-27B-8bit,2026-08-31,active,,
NIST-SP-800-140B,NIST SP 800-140B Rev. 1: CMVP Security Policy Requirements,Certification Schemes,Compliance Framework,governance,3,all,"Define precise physical and cryptographic boundaries for the module, including TOEPP components and logical layers.",Precise definition of the module’s physical TOEPP and cryptographic boundaries... The location of the cryptographic module with respect to the TOEPP... clearly defined.,Section B.2.2,https://nvlpubs.nist.gov/nistpubs/SpecialPublications/NIST.SP.800-140Br1.pdf,high,mlx-community/Qwen3.6-27B-8bit,2026-08-31,active,,
NIST-SP-800-140B,NIST SP 800-140B Rev. 1: CMVP Security Policy Requirements,Certification Schemes,Compliance Framework,governance,3,all,"Document Sensitive Security Parameter (SSP) management, including generation, storage, I/O methods, and strength.","Provide an key SSP table specifying the key SSP type(s), strength(s)... where and how the key(s) SSP(s) is generated... Specify the SSP storage",Section B.2.9,https://nvlpubs.nist.gov/nistpubs/SpecialPublications/NIST.SP.800-140Br1.pdf,high,mlx-community/Qwen3.6-27B-8bit,2026-08-31,active,,
NIST-SP-800-140B,NIST SP 800-140B Rev. 1: CMVP Security Policy Requirements,Certification Schemes,Compliance Framework,assurance,3,all,Submit security policy with illustrative diagrams or photographs demonstrating module structure and cryptographic boundary.,"Illustrative diagram, schematic, or photograph of the module... For a software or firmware... block diagram that illustrates... the cryptographic boundary",Section B.2.2,https://nvlpubs.nist.gov/nistpubs/SpecialPublications/NIST.SP.800-140Br1.pdf,high,mlx-community/Qwen3.6-27B-8bit,2026-08-31,active,,
NIST-SP-800-140B,NIST SP 800-140B Rev. 1: CMVP Security Policy Requirements,Certification Schemes,Compliance Framework,inventory,3,all,"Inventory all module versions in the security policy, ensuring each is represented separately or annotated for coverage.","If the security policy encompasses multiple versions of the module, each version is represented separately or annotated that the representation is illustrated for all versions.",Section B.2.2,https://nvlpubs.nist.gov/nistpubs/SpecialPublications/NIST.SP.800-140Br1.pdf,high,mlx-community/Qwen3.6-27B-8bit,2026-08-31,active,,
